0.215,0.336,8.593,0
0.202,0.311,7.751,19
0.19,0.28,6.976,20
0.163,0.26,6.278,20
0.138,0.217,5.65,20
0.133,0.195,5.102,20
0.119,0.193,4.566,20
0.107,0.156,4.127,21
0.105,0.158,3.697,19
0.086,0.142,3.336,20
0.069,0.11,3.002,20
0.053,0.108,2.71,20
0.074,0.089,2.448,20
0.058,0.088,2.169,21
0.043,0.079,1.969,19
0.047,0.071,1.781,41
0.034,0.064,1.594,20
0.039,0.058,1.426,20
0.027,0.052,1.292,20
0.024,0.047,1.171,20
0.03,0.033,1.045,20
0.036,0.021,0.932,19
0.015,0.036,0.848,20
0.013,0.024,0.771,21
0.012,0.022,0.686,19
0.011,0.019,0.626,21
0.018,0.009,0.554,19
0.025,0.025,0.499,20
0.005,0.005,0.432,20
0.013,0.022,0.414,20
0.012,0.002,0.364,20
0.011,0.011,0.302,20
0.001,0.01,0.298,21
0.018,0.017,0.268,19
0.016,0.015,0.232,20
0.006,0.005,0.218,20
-0.002,0.013,0.187,20
0.005,0.012,0.177,20
-0.003,0.002,0.177,20
-0.011,0.01,0.142,20
0.015,0.009,0.119,21
0.005,-0.008,0.115,20
-0.003,0.009,0.112,19
0.005,0.008,0.093,20
-0.003,0.016,0.083,20
-0.003,-0.011,0.066,20
-0.003,0.007,0.068,20
0.014,-0.002,0.053,20
-0.004,-0.001,0.056,20
0.004,0.006,0.042,20
-0.012,-0.002,0.055,20
-0.003,0.023,0.041,20
0.005,-0.004,0.028,20
0.005,-0.012,0.025,21
0.004,0.005,0.04,19
0.004,-0.011,0.044,20
-0.004,-0.002,0.023,20
0.004,0.006,0.02,20
-0.004,0.006,0.018,20
-0.004,-0.003,0.016,20
0.004,-0.002,0.015,20
-0.004,0.006,0.005,20
0.004,0.014,0.021,20
0.012,0.004,0.019,20
-0.014,-0.005,0.0,20
-0.012,0.004,-0.008,21
0.005,0.003,0.018,19
-0.003,-0.005,0.007,20
-0.011,0.003,0.015,21
0.006,-0.005,0.005,19
0.005,0.003,0.005,20
-0.003,0.003,0.004,20
-0.002,-0.014,0.012,20
-0.002,0.004,0.002,20
-0.01,0.004,0.002,41
-0.001,0.012,0.01,19
0.007,-0.006,0.009,21
-0.01,0.003,-0.008,19
-0.009,0.011,0.001,20
0.017,0.001,0.009,20
0.015,0.01,-0.017,20
-0.003,0.0,-0.006,20
0.005,0.0,0.002,20
-0.003,0.0,0.01,21
-0.003,-0.008,0.009,19
-0.002,-0.007,-0.008,20
0.006,0.001,0.0,20
0.005,0.01,0.009,20
-0.003,-0.007,0.0,20
-0.003,-0.007,-0.008,20
-0.002,0.002,0.0,20
-0.011,-0.006,0.026,40
-0.001,0.011,0.006,20
0.015,0.01,-0.002,20
-0.002,-0.008,-0.002,20
0.005,0.009,0.006,21
0.013,0.0,-0.002,19
0.003,0.008,0.006,21
0.003,0.008,-0.003,19
0.003,-0.01,-0.002,20
-0.005,0.008,0.006,20
0.012,0.007,-0.011,20
0.002,-0.001,-0.001,21
0.01,-0.001,-0.001,19
0.0,-0.018,0.007,20
0.0,0.008,0.006,20
-0.007,0.0,-0.002,20
0.01,-0.009,-0.002,21
0.009,0.0,0.006,19
-0.008,-0.008,-0.002,20
0.0,-0.016,-0.002,20
-0.008,0.002,-0.002,20
0.001,0.011,-0.01,20
-0.007,0.01,-0.001,20
0.001,0.0,-0.009,40
0.01,0.0,-0.008,20
0.009,-0.008,0.009,20
-0.017,0.001,0.0,20
0.001,0.009,-0.008,20
-0.007,0.0,0.018,20
0.002,-0.008,-0.001,20
0.001,0.0,0.007,20
0.01,0.0,-0.01,20
0.0,0.0,0.016,20
-0.008,0.0,0.006,20
