-0.258,0.258,8.842,0
-0.235,0.229,7.943,20
-0.219,0.206,7.156,20
-0.187,0.183,6.43,20
-0.152,0.121,5.787,20
-0.176,0.175,5.226,20
-0.173,0.201,4.703,20
-0.124,0.097,4.21,20
-0.09,0.108,3.809,21
-0.096,0.082,3.428,20
-0.094,0.081,3.071,20
-0.083,0.071,2.764,20
-0.069,0.075,2.503,20
-0.062,0.079,2.24,20
-0.063,0.051,2.022,20
-0.055,0.055,1.822,21
-0.044,0.066,1.629,20
-0.057,0.029,1.465,20
-0.051,0.04,1.326,20
-0.034,0.036,1.203,20
-0.025,0.016,1.083,20
-0.019,0.044,0.961,20
-0.011,0.026,0.87,21
-0.019,0.024,0.774,20
-0.017,0.021,0.697,20
-0.016,0.019,0.631,20
-0.014,0.017,0.581,20
-0.013,0.028,0.51,20
-0.011,0.013,0.471,20
-0.01,0.011,0.407,21
-0.017,0.002,0.375,20
-0.024,0.005,0.334,20
-0.005,0.009,0.296,20
-0.021,0.008,0.279,20
-0.019,0.007,0.246,20
-0.017,0.007,0.218,20
0.001,-0.01,0.192,21
-0.003,0.007,0.19,20
-0.007,0.006,0.162,20
-0.01,0.006,0.137,20
-0.013,0.005,0.123,20
0.004,-0.007,0.128,20
0.004,0.005,0.115,20
0.003,0.005,0.091,21
0.003,0.004,0.077,20
0.003,0.004,0.074,20
0.002,0.003,0.079,20
0.002,0.003,0.058,20
0.002,0.002,0.048,20
-0.002,-0.009,0.043,20
-0.005,-0.005,0.039,21
-0.01,-0.012,0.035,20
0.003,0.005,0.046,20
-0.008,0.005,-0.026,20
0.004,-0.004,0.05,20
0.004,0.001,0.049,20
-0.013,0.004,0.019,20
-0.007,0.004,0.006,21
0.015,0.003,0.027,20
-0.006,0.003,0.018,20
-0.012,0.003,0.03,20
-0.005,-0.007,0.021,20
-0.012,-0.021,0.017,20
-0.012,0.002,0.023,20
0.007,0.005,-0.011,21
-0.003,0.004,0.022,20
0.008,0.004,0.01,20
0.007,0.004,0.015,20
0.022,0.019,0.017,20
0.01,0.007,0.004,20
0.01,0.018,0.0,20
0.002,0.001,0.043,21
0.019,0.017,-0.034,20
0.017,0.031,0.007,20
0.015,0.028,-0.048,20
0.028,0.01,0.066,20
-0.002,0.01,0.052,20
0.028,0.04,-0.069,20
0.025,0.026,0.059,21
0.023,0.016,0.0,20
0.038,0.015,-0.078,20
0.034,0.019,0.048,20
0.041,0.028,0.021,20
0.029,0.01,-0.139,20
0.041,0.024,0.022,20
0.011,0.015,-0.016,21
-0.022,0.014,0.016,20
-0.059,-0.026,0.102,20
0.133,-0.003,-0.159,20
0.024,0.056,0.011,20
0.0,0.051,-0.002,20
0.039,0.015,-0.026,20
0.051,-0.039,0.111,21
0.008,-0.02,0.071,20
0.007,-0.018,-0.012,20
-0.015,-0.032,0.067,20
-0.003,-0.03,0.015,20
-0.032,-0.027,-0.015,20
-0.017,-0.036,0.009,20
0.005,-0.038,0.004,21
0.02,0.002,0.051,20
-0.074,0.009,-0.09,20
-0.045,-0.012,-0.062,20
-0.019,-0.017,0.009,20
-0.03,-0.012,0.011,20
-0.005,-0.004,0.002,20
-0.018,-0.013,-0.03,21
-0.076,-0.028,-0.086,20
0.011,-0.023,0.049,20
-0.019,-0.007,0.009,20
-0.012,-0.006,0.01,20
0.0,-0.022,-0.001,20
0.0,-0.007,0.011,20
0.0,-0.02,-0.003,21
-0.012,-0.006,0.009,20
-0.016,-0.016,-0.003,20
-0.014,-0.002,-0.003,20
-0.005,-0.015,-0.003,20
0.004,0.01,0.009,20
0.003,0.002,-0.003,20
0.003,-0.001,-0.003,20
-0.004,-0.015,-0.003,21
-0.013,-0.013,0.009,20
-0.012,-0.012,-0.003,20
-0.007,0.006,-0.003,20
-0.001,-0.002,0.005,20
0.002,-0.011,0.0,20
-0.01,-0.01,0.013,20
-0.005,-0.009,0.0,21
0.008,-0.008,0.003,20
-0.005,0.005,0.007,20
-0.009,-0.008,-0.006,20
-0.008,0.001,-0.005,20
-0.007,-0.007,-0.004,20
-0.006,0.01,-0.004,20
-0.005,0.009,-0.004,21
0.007,-0.004,-0.003,20
-0.006,0.009,0.005,20
-0.005,-0.005,0.0,20
-0.004,-0.008,0.013,20
-0.004,-0.007,-0.005,20
-0.004,0.002,0.004,20
0.009,0.01,-0.001,21
0.012,0.008,-0.022,20
0.0,-0.009,-0.015,20
0.011,-0.008,0.017,20
-0.003,-0.007,0.004,20
-0.006,-0.005,0.013,20
-0.005,0.011,0.012,20
-0.005,0.0,0.011,21
-0.004,-0.007,0.01,20
-0.003,-0.006,-0.008,20
0.007,0.0,-0.007,20
-0.004,0.001,-0.006,20
-0.004,0.008,0.008,20
-0.003,-0.005,-0.005,20
0.008,0.011,-0.018,21
0.003,0.009,0.003,20
0.0,-0.003,0.0,20
-0.004,0.009,-0.004,20
0.007,0.003,0.012,20
0.004,-0.009,0.002,20
-0.001,-0.008,0.007,20
-0.004,0.008,-0.007,21
0.007,-0.008,-0.017,20
0.003,-0.007,0.005,20
0.011,-0.006,-0.001,20
0.01,0.01,-0.004,20
0.003,-0.007,-0.01,20
0.0,0.001,0.005,20
-0.004,-0.002,0.023,21
0.009,0.009,0.011,20
0.002,-0.007,0.004,20
-0.009,-0.006,0.002,20
0.005,0.008,0.009,20
-0.008,-0.006,0.007,20
-0.007,0.0,-0.015,20
-0.007,0.011,-0.025,21
-0.006,-0.004,-0.008,20
-0.005,0.008,0.01,20
-0.005,0.0,0.001,20
-0.004,0.001,-0.005,20
-0.004,-0.005,-0.005,20
0.011,-0.007,-0.004,20
-0.005,-0.006,-0.004,21
0.005,0.004,-0.003,20
-0.002,-0.003,0.011,20
-0.004,0.011,0.012,20
-0.004,0.003,0.005,20
-0.003,0.003,-0.006,20
-0.003,-0.005,-0.005,20
-0.003,0.01,0.007,21
-0.002,0.009,-0.016,20
-0.002,-0.002,-0.004,20
0.012,-0.008,-0.003,20
0.008,-0.005,-0.018,20
-0.015,0.003,-0.001,20
-0.002,-0.007,-0.001,20
-0.018,-0.006,-0.001,21
0.001,0.008,0.011,20
0.009,-0.007,-0.012,20
0.008,0.004,-0.001,20
-0.001,0.01,0.0,20
-0.002,-0.005,0.001,20
-0.002,0.009,0.011,20
0.009,-0.002,-0.013,21
0.014,-0.008,0.013,20
0.009,-0.004,-0.002,20
0.001,0.01,0.005,20
0.0,-0.002,0.014,20
-0.005,0.008,-0.002,20
-0.005,-0.008,-0.003,20
-0.004,0.0,-0.003,21
-0.004,-0.002,-0.002,20
0.012,0.008,-0.002,20
-0.004,-0.008,0.0,20
-0.004,0.0,0.014,20
0.005,0.0,0.003,20
-0.003,-0.007,0.027,20
0.009,-0.006,-0.01,21
-0.005,-0.006,-0.007,20
-0.004,0.006,0.0,20
-0.004,-0.005,0.011,20
-0.003,-0.001,-0.002,20
-0.003,0.011,0.003,20
-0.003,0.01,-0.006,20
-0.002,0.009,-0.005,20
-0.002,0.004,-0.001,21
-0.002,-0.009,-0.001,20
-0.002,-0.008,0.001,20
-0.018,-0.007,-0.038,20
0.013,-0.002,0.002,20
0.007,0.01,0.007,20
0.002,-0.002,0.01,20
-0.002,0.009,-0.002,21
-0.002,-0.008,-0.015,20
0.006,0.001,0.007,20
0.001,-0.002,0.002,20
0.014,0.01,0.014,20
-0.001,-0.008,-0.003,20
0.006,0.0,-0.003,20
-0.004,0.009,-0.003,21
-0.004,-0.004,-0.016,20
0.0,0.009,-0.018,20
0.005,0.008,-0.008,20
-0.016,0.007,0.001,20
-0.003,0.006,0.001,20
-0.014,0.006,-0.006,20
0.0,-0.003,0.01,21
0.012,-0.011,0.0,20
-0.001,0.006,0.0,20
0.005,-0.006,-0.011,20
-0.011,0.0,0.001,20
-0.001,-0.01,-0.011,20
0.015,-0.009,0.003,20
-0.002,-0.003,0.014,21
0.006,0.0,0.001,20
0.0,-0.007,0.0,20
-0.003,0.01,0.017,20
-0.019,0.004,0.003,20
0.0,0.0,0.006,20
0.002,-0.005,-0.001,20
-0.001,-0.008,0.015,21
0.003,-0.007,0.009,20
0.006,0.002,-0.004,20
-0.002,-0.002,-0.003,20
0.013,-0.006,0.011,20
-0.003,0.006,0.0,20
-0.002,0.002,0.003,20
0.01,0.01,-0.004,21
-0.003,-0.007,0.012,20
-0.008,-0.007,0.011,20
-0.01,-0.006,0.01,20
-0.001,-0.005,-0.004,20
-0.001,0.01,-0.007,20
-0.001,0.011,-0.006,20
-0.001,0.0,-0.006,21
0.0,-0.007,0.008,20
0.0,-0.005,0.01,20
0.0,0.011,-0.007,20
0.0,0.0,0.004,20
0.0,0.005,-0.002,20
0.015,-0.006,0.009,20
-0.002,0.004,-0.001,21
-0.001,-0.007,0.019,20
-0.001,-0.006,0.01,20
-0.001,-0.003,0.004,20
-0.001,0.005,-0.004,20
-0.001,0.004,-0.004,20
-0.001,-0.004,-0.01,20
0.016,0.008,-0.006,21
0.008,-0.007,0.002,20
-0.003,0.004,-0.008,20
0.011,-0.003,-0.007,20
-0.004,-0.004,0.007,20
0.002,0.005,-0.001,20
0.013,-0.006,0.009,20
-0.002,-0.005,0.008,21
-0.005,-0.005,-0.009,20
-0.004,-0.004,-0.008,20
-0.004,-0.004,0.003,20
-0.003,-0.003,-0.005,20
-0.003,-0.003,0.007,20
-0.002,-0.003,-0.001,20
-0.002,-0.002,-0.001,21
-0.002,-0.002,-0.007,20
-0.002,0.0,0.01,20
-0.001,0.014,0.003,20
-0.001,0.013,-0.008,20
-0.001,0.0,-0.007,20
-0.001,-0.005,-0.006,20
-0.009,-0.004,0.001,21
0.004,0.007,0.0,20
0.0,-0.002,-0.006,20
0.013,-0.004,-0.008,20
-0.002,0.001,-0.011,20
-0.002,0.013,0.013,20
-0.001,-0.003,-0.003,20
-0.004,0.009,-0.007,21
-0.018,-0.006,-0.014,20
0.006,0.005,-0.002,20
0.017,-0.004,-0.002,20
-0.001,0.011,-0.002,20
-0.001,0.003,0.005,20
-0.001,0.004,0.014,20
0.014,-0.006,0.013,21
0.013,0.01,-0.003,20
-0.004,0.009,0.01,20
-0.003,0.008,-0.001,20
0.012,0.007,-0.005,20
-0.004,0.003,-0.005,20
-0.004,-0.003,-0.004,20
-0.003,-0.005,-0.004,21
0.012,-0.009,0.012,20
0.0,0.008,0.025,20
0.005,0.014,0.009,20
-0.005,0.0,0.019,20
0.012,-0.011,0.007,20
-0.005,-0.006,0.006,20
-0.005,0.007,0.005,20
-0.004,0.006,-0.007,21
-0.004,0.006,-0.011,20
0.013,0.005,-0.006,20
0.004,0.012,0.007,20
-0.005,0.008,-0.005,20
-0.005,0.002,0.006,20
0.008,-0.014,0.006,20
-0.005,-0.013,-0.001,21
0.007,-0.011,0.001,20
-0.022,0.006,0.005,20
-0.003,-0.01,-0.011,20
0.005,0.006,-0.01,20
0.0,0.006,0.003,20
-0.003,0.005,-0.009,20
0.001,-0.007,-0.008,21
0.013,-0.003,0.001,20
-0.001,0.002,0.009,20
-0.004,0.005,0.008,20
-0.016,0.005,0.007,20
-0.002,0.004,0.006,20
-0.016,0.004,0.005,20
-0.002,-0.011,-0.01,21
0.0,0.005,0.001,20
0.0,-0.004,-0.001,20
0.013,-0.012,0.006,20
0.0,0.006,-0.01,20
0.015,0.005,0.001,20
0.005,0.005,-0.001,20
-0.003,0.004,0.006,21
-0.002,-0.013,0.003,20
0.008,-0.011,-0.017,20
-0.003,0.0,0.007,20
-0.003,0.006,-0.006,20
0.012,-0.009,0.007,20
0.002,0.006,0.0,20
0.001,0.006,-0.01,21
-0.004,-0.024,-0.009,20
-0.002,-0.006,0.023,20
0.006,0.008,-0.006,20
0.006,0.007,-0.016,20
0.011,-0.008,-0.008,20
-0.006,-0.007,0.007,20
-0.012,0.001,-0.008,21
-0.011,0.001,0.002,20
-0.003,-0.007,-0.005,20
